"","PubmedID","Title","Abstract","Journal","Volume","Issue"
"40","29439025","Thermal proximity coaggregation for system-wide profiling of protein complex dynamics in cells.","Proteins differentially interact with each other across cellular states and conditions but efficient proteome-wide strategy to monitor them is lacking. We report the application of thermal proximity coaggregation (TPCA) for high throughput intracellular monitoring of protein complex dynamics. Significant TPCA signatures observed among well-validated protein-protein interactions correlate positively with interaction stoichiometry, and are statistically observable in more than 350 annotated human protein complexes. Using TPCA, we identify many complexes without detectable differential protein expression, including chromatin-associated complexes, modulated in S-phase of the cell cycle. Comparing six cell lines, TPCA reveals cell-specific interactions even in fundamental cellular processes. TPCA constitutes an approach for system-wide studies of protein complexes in non-engineered cells and tissues, and might be used to identify protein complexes that are modulated in diseases.","Science (New York, N.Y.)",NA,NA
"41","29439016","PSMA-Targeted Radionuclide Therapy and salivary gland toxicity: why does it matter?","","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",NA,NA
"42","29439015","Respiratory Motion Compensation for PET/CT with Motion Information Derived from Matched Attenuation Corrected Gated PET Data.","","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",NA,NA
"43","29439013","Radionuclide therapy of HER2-expressing human xenografts using an affibody molecule-based PNA-mediated pretargeting: in vivo proof-of-principle.","","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",NA,NA
"44","29439012","Immediate Post-ablation FDG-injection and corresponding Standardized Uptake Value is a Surrogate Biomarker of Local Tumor Progression after Thermal Ablation of Colorectal Carcinoma Liver Metastases.","","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",NA,NA
"45","29439010",NA,"","Journal of nuclear medicine : official publication, Society of Nuclear Medicine",NA,NA
"46","29439009","HER2 testing of gastro-oesophageal adenocarcinoma: a commentary and guidance document from the Association of Clinical Pathologists Molecular Pathology and Diagnostics Committee.","The use of biologics targeted to the human epidermal growth factor receptor 2 (HER2) protein is the latest addition to the armamentarium used to fight advanced gastric or gastro-oesophageal junction adenocarcinoma. The decision to treat with the biologic trastuzumab is completely dependent on HER2 testing of tumour tissue. In 2017, the College of American Pathologists, American Society for Clinical Pathology and the American Society of Clinical Oncology jointly published guidelines for HER2 testing and clinical decision making in gastro-oesophageal adenocarcinoma. The Association of Clinical Pathologists Molecular Pathology and Diagnostics Committee has issued the following document as a commentary of these guidelines and, in parallel, to provide guidance on HER2 testing in National Health Service pathology departments within the UK. This guidance covers issues related to case selection, preanalytical aspects, analysis and interpretation of such HER2 testing.","Journal of clinical pathology",NA,NA
"47","29439001","The Cdx2 homeobox gene suppresses intestinal tumorigenesis through non-cell-autonomous mechanisms.","","The Journal of experimental medicine",NA,NA
"48","29438998","Hydroxychloroquine: A Physiologically-Based Pharmacokinetic Model in the Context of Cancer-Related Autophagy Modulation.","Hydroxychloroquine (HCQ) is a lysosomotropic autophagy inhibitor being used in over 50 clinical trials either alone or in combination with chemotherapy. Pharmacokinetic (PK) and pharmacodynamic (PD) studies with HCQ have shown that drug exposure in the blood does not correlate with autophagy inhibition in either peripheral blood mononuclear cells (PBMCs) or tumor tissue. To better explain this PK/PD disconnect a physiologically-based pharmacokinetic model (PBPK) was developed for HCQ describing the tissue-specific absorption, distribution, metabolism, and excretion as well as lysosome-specific sequestration. Using physiologic and biochemical parameters derived from literature or obtained experimentally the model was first developed and validated in mice, and then adapted to simulate human HCQ exposure in whole blood and urine through allometric scaling and species-specific parameter modification. The human model accurately simulated average steady-state concentrations (Css) of those observed in five different HCQ combination clinical trials across seven different doses, which was then expanded by comparison of the Css distribution in a virtual human population at this range of doses. Value of this model lies in its ability to simulate HCQ PK in patients while accounting for PK modification by combination treatment modalities, drug concentrations at the active site in the lysosome under varying pH conditions, and exposure in tissues where toxicity is observed.","The Journal of pharmacology and experimental therapeutics",NA,NA
"49","29438997","Doxorubicin-induced DNA damage causes extensive ubiquitination of ribosomal proteins associated with a decrease in protein translation.","Protein post-translational modifications (PTMs) play a central role in the DNA damage response. In particular, protein phosphorylation and ubiquitination have been shown to be essential in the signalling cascade that coordinates break repair with cell cycle progression. Here, we performed whole-cell quantitative proteomics to identify global changes in protein ubiquitination that are induced by DNA double-strand breaks. In total, we quantified more than 9400 ubiquitin sites and found that the relative abundance of approximately 10% of these sites was altered in response to DNA double-strand breaks. Interestingly, a large proportion of ribosomal proteins, including those from the 40S as well as the 60S subunit, were ubiquitinated in response to DNA damage. In parallel, we discovered that DNA damage leads to the inhibition of ribosome function. Taken together, these data uncover the ribosome as a major target of the DNA damage response.","Molecular &amp; cellular proteomics : MCP",NA,NA
